,CV,TL,AL,TWC,AWC,TSC,ASC,TALRATIO,TAWCRATIO,TASCRATIO,TP,AP,TAPD,TAPMEAN,TS,AS,TASD,TASMEAN,TSCCRATIO,ASCCRATIO,TASCCRATIO,TASCCD,TKWC,AKWC,TAKWCRATIO,TMIKWP,AMIKWP,TMIKWS,AMIKWS,AFSP,TAFSPMEAN,TAFSPD,AFSS,TAFSSMEAN,TAFSSD,TMIKWAORATIO,TKWAORATIO,TKWAOWRATIO,TKWPMEAN,AKWPMEAN,TAKWPMEAN,TAKWPD,TKWPWMEAN,AKWPWMEAN,TAKWPWMEAN,TAKWPWD,TAMIKWFP,TAMIKWDIST,TAKWDIST,TASIMSPACY,TABSSIMSPACY,TAWSSIMSPACY,TAASSIMSPACY,TAFSSIMSPACY,TABSSIMPSPACY,TAWSSIMPSPACY,TAGSSIMRATIOSPACY,TVC,AVC,TAVCD,TNC,ANC,TANCD
149,4.0,90,2325,12,354,1,15,0.03870967741935484,0.03389830508474576,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.14451612903225808,0.9226190476190476,0.011182795698924747,0.6666666666666666,0.05649717514124294,11.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.007352941176470588,0.056372549019607844,0.007961058006955849,0.0,0.006818181818181818,0.003409090909090909,0.006818181818181818,0.0,0.0011872931280650278,0.0005936465640325139,0.0011872931280650278,0.20098039215686275,-0.1760851760851761,-0.20606772780685823,0.8445431293088872,0.8327879236969434,0.5800764141984538,0.7266384723777275,0.8327879236969434,0.06666666666666667,1.0,0.0,0.0625,0.11519607843137254,0.05269607843137254,0.1875,0.22303921568627452,0.03553921568627452
150,3.5,53,2539,9,425,1,17,0.020874359984245767,0.021176470588235293,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.16148089799133516,0.7010584445467096,0.04827335082152384,0.7777777777777778,0.047058823529411764,16.52777777777778,0.0,0.0,0.0,0.0,0.36818181818181817,0.18409090909090908,0.36818181818181817,0.7022727272727273,0.35113636363636364,0.7022727272727273,0.002074688796680498,0.026970954356846474,0.005135406712615182,-0.05714285714285715,0.0,-0.028571428571428574,0.05714285714285715,-0.01699231900344086,0.0,-0.00849615950172043,0.01699231900344086,0.41286307053941906,-0.17671517671517672,0.18631057092595554,0.7545351214432912,0.7705389498227082,0.21942274168201378,0.6476777841988212,0.66435425793211,0.4117647058823529,1.0,0.0,0.0,0.13070539419087138,0.13070539419087138,0.4444444444444444,0.22821576763485477,-0.21622867680958965
151,4.0,80,399,14,64,1,1,0.20050125313283207,0.21875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.18045112781954886,0.83125,0.030451127819548868,0.5714285714285714,0.3125,1.8285714285714285,0.35,0.35,0.55,0.55,-0.01212121212121213,-0.006060606060606065,-0.01212121212121213,0.3547348484848485,0.17736742424242424,0.3547348484848485,0.013157894736842105,0.10526315789473684,0.016627155176276883,0.04375,0.017499999999999998,0.030625,-0.02625,0.00787302115165357,0.002062155721602019,0.004967588436627795,-0.005810865430051552,0.19736842105263158,-0.6266666666666667,-0.47333333333333333,0.8793751431451359,0.8793751431451359,0.8793751431451359,0.8793751431451359,0.8793751431451359,1.0,1.0,0.0,0.0625,0.05263157894736842,-0.009868421052631582,0.25,0.25,0.0
152,4.0,55,2963,8,519,1,23,0.018562267971650354,0.015414258188824663,0.043478260869565216,0.0,-0.8,-0.8,-0.4,0.0,-0.8,-0.8,-0.8,0.09090909090909091,0.17144785690178874,0.5302433786685755,0.08053876599269782,1.0,0.038535645472061654,25.950000000000003,0.0,0.0,0.0,0.0,-0.30000000000000004,-0.15000000000000002,-0.30000000000000004,0.55,0.275,0.55,0.0016611295681063123,0.03820598006644518,0.005260756263173828,0.0,0.05500000000000001,0.027500000000000004,0.05500000000000001,0.0,0.007767679269026771,0.0038838396345133855,0.007767679269026771,0.03156146179401993,-0.940099833610649,-0.2995731751428778,0.702242244732953,0.7721539280195399,0.3540243614382707,0.5993286178411698,0.7143706809693168,0.30434782608695654,0.8260869565217391,0.0,0.125,0.11627906976744186,-0.008720930232558141,0.375,0.16611295681063123,-0.20888704318936877
153,4.0,52,5219,8,967,1,37,0.00996359455834451,0.008273009307135471,0.02702702702702703,0.0,0.13000000000000006,0.13000000000000006,0.06500000000000003,0.0,0.13000000000000006,0.13000000000000006,0.13000000000000006,0.11538461538461539,0.17359647442038706,0.6646714212939379,0.05821185903577167,0.75,0.020682523267838676,36.2625,0.0,0.0,0.0,0.0,0.375,0.1875,0.375,0.75,0.375,0.75,0.0,0.025949953660797033,0.003756964375145216,-0.08333333333333333,-0.10624999999999998,-0.09479166666666666,-0.022916666666666655,-0.012064775478516934,-0.016370448357697222,-0.014217611918107078,-0.004305672879180288,1.0,0.0,0.026636628677445005,0.8198858636424756,0.8206839649204737,0.4962620823347096,0.7173847701930808,0.4962620823347096,0.40540540540540543,0.02702702702702703,0.0,0.0,0.09823911028730306,0.09823911028730306,0.2222222222222222,0.17145505097312327,-0.050767171249098936
154,4.0,76,2023,11,319,1,11,0.037567968363816116,0.034482758620689655,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.15076618882847256,0.6981880931837791,0.04550303093373573,0.6363636363636364,0.06269592476489028,10.15,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.5,0.25,0.5,0.011111111111111112,0.06944444444444445,0.01678792507278639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,-0.4582172701949861,-0.3432869080779944,0.803692297633361,0.7966389581177497,0.5258389621873164,0.6891423736483033,0.7966389581177497,0.09090909090909091,0.9090909090909091,0.0,0.18181818181818182,0.11944444444444445,-0.06237373737373737,0.2727272727272727,0.17777777777777778,-0.09494949494949492
155,4.0,72,1814,10,282,1,10,0.03969128996692393,0.03546099290780142,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527777777777778,0.15931642778390298,0.9589580930411381,0.006538650006125191,0.7,0.07092198581560284,9.87,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.575,0.2875,0.575,0.0029585798816568047,0.06804733727810651,0.016943843694210432,0.0,0.025,0.0125,0.025,0.0,0.004664560296094282,0.002332280148047141,0.004664560296094282,0.12130177514792899,-0.7626112759643917,-0.14565862469358792,0.8036060292649279,0.8367667539389887,0.5777698805359156,0.7130246453900914,0.7869171755129679,0.2,0.4,0.0,0.07142857142857142,0.10059171597633136,0.029163144547759937,0.14285714285714285,0.17751479289940827,0.034657650042265425
156,4.0,53,1789,7,322,1,22,0.029625489100055896,0.021739130434782608,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09433962264150944,0.17439910564561206,0.5409409772617321,0.08005948300410262,1.0,0.062111801242236024,16.1,0.0,0.0,0.0,0.0,-0.10416666666666667,-0.052083333333333336,-0.10416666666666667,0.19791666666666666,0.09895833333333333,0.19791666666666666,0.002652519893899204,0.03713527851458886,0.005100248400468844,0.0,0.01083333333333333,0.005416666666666665,0.01083333333333333,0.0,0.002753355706963288,0.001376677853481644,0.002753355706963288,0.005305039787798408,-0.9946808510638298,-0.3723404255319149,0.6769532199067966,0.757737847641785,0.3344509521081176,0.5370308015417669,0.7512251745852522,0.6818181818181818,0.4090909090909091,0.0,0.0,0.11936339522546419,0.11936339522546419,0.0,0.1273209549071618,0.1273209549071618
157,4.0,52,811,9,141,1,7,0.06411837237977805,0.06382978723404255,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.16399506781750925,0.8208502024291497,0.02937968320212464,0.7777777777777778,0.14184397163120568,5.483333333333333,0.0,0.0,0.0,0.0,0.24999999999999997,0.12499999999999999,0.24999999999999997,0.5,0.25,0.5,0.0,0.05063291139240506,0.007330496493276113,0.0,0.034999999999999996,0.017499999999999998,0.034999999999999996,0.0,0.0051659539491080205,0.0025829769745540103,0.0051659539491080205,1.0,0.0,0.1624203821656051,0.8126881168750069,0.7898366644665545,0.5306935867011495,0.7069057118544471,0.7387571845972457,0.7142857142857143,0.42857142857142855,0.0,0.2222222222222222,0.15822784810126583,-0.06399437412095638,0.1111111111111111,0.18354430379746836,0.07243319268635726
158,4.0,55,5133,9,923,1,36,0.010714981492304695,0.009750812567713976,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10909090909090909,0.1737775180206507,0.6277619241744802,0.06468660892974161,0.8888888888888888,0.021668472372697724,41.02222222222222,0.0,0.0,0.0,0.0,0.1766666666666667,0.08833333333333335,0.1766666666666667,0.3366666666666666,0.1683333333333333,0.3366666666666666,0.0028116213683223993,0.03561387066541706,0.004698059356404531,0.0,-0.008333333333333333,-0.004166666666666667,-0.008333333333333333,0.0,-0.0004614214822139059,-0.00023071074110695295,-0.0004614214822139059,0.03561387066541706,-0.2639149468417761,-0.13385010368322306,0.7148943211992813,0.8100384206787637,0.3922489007712192,0.611845032905966,0.7732548557813623,0.4722222222222222,0.5277777777777778,0.0,0.1111111111111111,0.09465791940018745,-0.01645319171092366,0.0,0.15557638238050608,0.15557638238050608
159,3.5,89,1345,13,251,1,18,0.06617100371747212,0.05179282868525897,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12359550561797752,0.16654275092936802,0.7421247993579455,0.04294724531139049,0.6153846153846154,0.0796812749003984,7.723076923076924,0.0,0.0,0.0,0.0,0.2111111111111111,0.10555555555555556,0.2111111111111111,0.3833333333333333,0.19166666666666665,0.3833333333333333,0.0,0.06691449814126393,0.011741760948246032,0.025,0.04166666666666667,0.03333333333333334,0.01666666666666667,0.0074341395640053765,0.01051124039173233,0.008972689977868854,0.003077100827726954,1.0,0.0,-0.047678275290215594,0.8397697255983358,0.8343072226093022,0.27673777646557773,0.6708247134779661,0.8343072226093022,0.05555555555555555,0.9444444444444444,0.0,0.07692307692307693,0.10408921933085502,0.027166142407778093,0.15384615384615385,0.12267657992565056,-0.03116957392050329
160,4.5,63,2771,7,476,1,16,0.02273547455792133,0.014705882352941176,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.1569830386142187,0.6066776135741653,0.06174494337612346,1.0,0.04201680672268908,23.799999999999997,0.0,0.0,0.0,0.0,0.03125,0.015625,0.03125,0.5,0.25,0.5,0.009615384615384616,0.04038461538461539,0.010033034932984207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0019267822736030828,-0.11661620332140564,0.7597934653397427,0.7938254115724428,0.35533414578184425,0.6540217408988303,0.7449458402272339,0.25,1.0,0.0,0.25,0.1,-0.15,0.375,0.18076923076923077,-0.19423076923076923
161,4.0,100,4935,18,877,1,35,0.020263424518743668,0.020524515393386546,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1661600810536981,0.8425609756097561,0.026160081053698075,0.4444444444444444,0.02280501710376283,19.488888888888887,0.0,0.0,0.0,0.0,0.016233766233766232,0.008116883116883116,0.016233766233766232,0.29935064935064937,0.14967532467532468,0.29935064935064937,0.031904287138584245,0.05583250249252243,0.013691376763696162,0.125,0.0,0.0625,-0.125,0.019789616097498408,0.0,0.009894808048749204,-0.019789616097498408,0.0259222333000997,0.03218562874251497,-0.04123895067008839,0.895898749052309,0.8713911867111708,0.5292390021346245,0.7744520363395331,0.7898270002466304,0.4857142857142857,0.7714285714285715,0.0,0.10526315789473684,0.11964107676969092,0.014377918874954085,0.21052631578947367,0.2143569292123629,0.003830613422889234
162,4.5,54,2452,9,412,1,15,0.02202283849918434,0.021844660194174758,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.1537520391517129,0.9635524118282738,0.005603891003564759,0.7777777777777778,0.04854368932038835,16.022222222222222,0.0,0.0,0.0,0.0,0.45,0.225,0.45,0.65,0.325,0.65,0.027659574468085105,0.07659574468085106,0.011088416428792967,0.014285714285714287,0.005,0.009642857142857144,-0.009285714285714286,0.0020682472248886173,0.0004423596393091439,0.0012553034320988807,-0.0016258875855794735,0.002127659574468085,-0.052648843693619815,-0.12094290452499408,0.8529640336764626,0.9154667655317155,0.6754719085460413,0.7724915502266303,0.9154667655317155,0.06666666666666667,0.9333333333333333,0.06666666666666667,0.0,0.12340425531914893,0.12340425531914893,0.1,0.24680851063829787,0.14680851063829786
163,3.5,49,2815,7,481,1,16,0.017406749555950268,0.014553014553014554,0.0625,0.0,-0.2916666666666667,-0.2916666666666667,-0.14583333333333334,0.0,-0.2916666666666667,-0.2916666666666667,-0.2916666666666667,0.10204081632653061,0.16376554174067495,0.6230908849439993,0.06172472541414434,0.7142857142857143,0.04158004158004158,17.178571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027472527472527472,0.0037882094879180873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.018960244648318043,0.5612694697287388,0.5731639204691779,0.417407785167981,0.4951150143880866,0.4293770014907918,0.125,1.0,0.0,0.14285714285714285,0.08241758241758242,-0.06043956043956043,0.2857142857142857,0.1794871794871795,-0.10622710622710621
164,3.5,55,1311,9,228,1,10,0.041952707856598014,0.039473684210526314,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12727272727272726,0.15713196033562166,0.809973521624007,0.029859233062894397,0.5555555555555556,0.08771929824561403,6.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01984126984126984,0.0015907345149023574,0.0,-0.020833333333333336,-0.010416666666666668,-0.020833333333333336,0.0,-0.00540986738644518,-0.00270493369322259,-0.00540986738644518,1.0,0.0,-0.349800796812749,0.6846538019099765,0.6751075164524442,0.40398391531772304,0.5596851824383411,0.5322776917247696,0.4,1.0,0.0,0.1,0.12698412698412698,0.02698412698412697,0.0,0.16666666666666666,0.16666666666666666
165,4.0,83,329,12,49,1,1,0.25227963525835867,0.24489795918367346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10843373493975904,0.18541033434650456,0.5848311277898479,0.07697659940674552,0.6666666666666666,0.40816326530612246,1.6333333333333333,0.0,0.3,0.0,0.1,0.05714285714285713,0.028571428571428564,0.05714285714285713,0.42142857142857143,0.21071428571428572,0.42142857142857143,0.015625,0.109375,0.019684430712586073,0.05,0.034999999999999996,0.042499999999999996,-0.015000000000000006,0.007238865287110161,0.0033409275911536183,0.005289896439131889,-0.0038979376959565426,0.53125,0.047619047619047616,-0.1927437641723356,0.7694097368159937,0.7694097368159937,0.7694097368159937,0.7694097368159937,0.7694097368159937,1.0,1.0,0.0,0.07142857142857142,0.0625,-0.008928571428571425,0.07142857142857142,0.171875,0.10044642857142858
166,4.0,43,1696,7,307,1,23,0.02535377358490566,0.02280130293159609,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18604651162790697,0.1704009433962264,1.0918162066468173,-0.015645568231680562,0.8571428571428571,0.06514657980456026,13.157142857142857,0.0,0.0,0.0,0.0,0.3,0.15,0.3,0.7,0.35,0.7,0.002717391304347826,0.06793478260869565,0.007492540727956443,0.0,0.042499999999999996,0.021249999999999998,0.042499999999999996,0.0,0.004644011657354593,0.0023220058286772963,0.004644011657354593,0.016304347826086956,-0.9727520435967303,-0.19476839237057222,0.7323853194977952,0.8006285712641239,0.33699143129190445,0.5787789860646572,0.7977980880206089,0.4782608695652174,0.782608695652174,0.0,0.0,0.10597826086956522,0.10597826086956522,0.0,0.12228260869565218,0.12228260869565218
167,2.5,94,6382,16,1029,1,40,0.01472892510184895,0.015549076773566569,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13829787234042554,0.155750548417424,0.8879446894130743,0.017452676076998463,0.5,0.019436345966958212,25.725,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.3,0.15,0.3,0.005054759898904802,0.02695871946082561,0.006142308493212503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22493681550126368,-0.2976391231028668,-0.02545320404721754,0.8499429797514315,0.882876306157441,0.5146478946751105,0.7422409362733391,0.5146478946751105,0.4,0.025,0.0,0.1875,0.11794439764111204,-0.06955560235888796,0.25,0.22072451558550968,-0.02927548441449032
168,4.0,98,3467,16,626,1,24,0.0282665128353043,0.025559105431309903,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1326530612244898,0.16844534179405826,0.7875139781940174,0.03579228056956846,0.6875,0.03194888178913738,21.51875,0.0,0.0,0.0,0.0,0.6000000000000001,0.30000000000000004,0.6000000000000001,0.9,0.45,0.9,0.0,0.04526166902404526,0.011249540814033376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.43289660056657225,0.8311003643840557,0.8228008188364065,0.5823011549052125,0.7022806557539886,0.7893823287397156,1.0,0.7916666666666666,0.0,0.15,0.11315417256011315,-0.03684582743988685,0.35,0.19943422913719944,-0.15056577086280054
169,4.5,55,991,9,187,1,16,0.055499495459132187,0.0481283422459893,0.0625,0.0,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.12727272727272726,0.18062563067608475,0.7046216353478923,0.05335290340335749,0.6666666666666666,0.10695187165775401,6.233333333333333,0.0,0.25,0.0,0.25,0.5,0.25,0.5,0.55,0.275,0.55,0.004830917874396135,0.01932367149758454,0.0025789116800998034,0.0,0.03916666666666667,0.019583333333333335,0.03916666666666667,0.0,0.010515429637660998,0.005257714818830499,0.010515429637660998,0.0966183574879227,-0.8155339805825242,-0.8325242718446602,0.7425284097186752,0.6993049880430936,0.4111078710333733,0.575125084577088,0.5944307012930891,0.1875,0.4375,0.0,0.1,0.15458937198067632,0.054589371980676316,0.0,0.15942028985507245,0.15942028985507245
170,4.0,65,577,9,89,1,3,0.11265164644714037,0.10112359550561797,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12307692307692308,0.1663778162911612,0.7397435897435898,0.043300893214238106,1.0,0.2247191011235955,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.008264462809917356,0.09090909090909091,0.017728037643659166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11570247933884298,-0.7833333333333333,-0.34696969696969693,0.8155746822810226,0.8603336884417785,0.4540182016318655,0.6626002519743132,0.8603336884417785,0.3333333333333333,1.0,0.0,0.16666666666666666,0.08264462809917356,-0.0840220385674931,0.4166666666666667,0.18181818181818182,-0.23484848484848486
171,4.5,50,1634,7,271,1,8,0.030599755201958383,0.025830258302583026,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15973072215422277,0.751264367816092,0.03973072215422277,0.8571428571428571,0.07380073800738007,11.614285714285714,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.18888888888888888,0.09444444444444444,0.18888888888888888,0.009836065573770493,0.03934426229508197,0.005873725118221557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.1600877192982456,-0.2987938596491228,0.752461345355972,0.7662646693792279,0.4592279356738597,0.6530848640537653,0.7512701231020855,0.875,1.0,0.0,0.125,0.08524590163934426,-0.03975409836065574,0.0,0.20327868852459016,0.20327868852459016
172,3.0,95,288,12,41,1,1,0.3298611111111111,0.2926829268292683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.1527777777777778,0.6200956937799043,0.05804093567251463,0.8333333333333334,0.4878048780487805,1.7083333333333335,0.0,0.0,0.0,0.0,-0.25,-0.125,-0.25,0.5,0.25,0.5,0.02127659574468085,0.19148936170212766,0.042704744841360644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2765957446808511,-0.4782608695652174,-0.28502415458937197,0.8637786401757406,0.8637786401757406,0.8637786401757406,0.8637786401757406,0.8637786401757406,1.0,1.0,0.0,0.07142857142857142,0.0425531914893617,-0.028875379939209724,0.2857142857142857,0.3191489361702128,0.033434650455927084
173,4.5,72,1049,13,174,1,9,0.06863679694947569,0.07471264367816093,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1388888888888889,0.16301239275500476,0.8520142949967512,0.024123503866115864,0.38461538461538464,0.11494252873563218,3.3461538461538463,0.0,0.0,0.0,0.0,-0.1875,-0.09375,-0.1875,0.5,0.25,0.5,0.009478672985781991,0.014218009478672985,0.002250951594028255,0.1,0.02,0.060000000000000005,-0.08,0.015831692877998727,0.006175817928158034,0.01100375540307838,-0.009655874949840694,0.7298578199052133,0.5095238095238095,0.4380952380952381,0.7282066224851768,0.7669890782227338,0.43202654133926505,0.624182592348325,0.6796839886222781,0.7777777777777778,0.2222222222222222,0.0,0.23076923076923078,0.13744075829383887,-0.09332847247539192,0.15384615384615385,0.1990521327014218,0.04520597885526795
174,2.5,59,1982,12,337,1,15,0.029767911200807264,0.03560830860534125,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15254237288135594,0.16246215943491424,0.9389409411517001,0.009919786553558296,0.5833333333333334,0.05934718100890208,9.829166666666667,0.0,0.2,0.0,0.9,0.1,0.05,0.1,0.7250000000000001,0.36250000000000004,0.7250000000000001,0.0,0.045454545454545456,0.008900874501220953,0.06043956043956044,0.015,0.037719780219780216,-0.04543956043956044,0.007073482469935229,0.0021430845506936807,0.004608283510314455,-0.004930397919241548,1.0,0.0,-0.2683544303797468,0.7823271870284967,0.773590267784484,0.4791206222600756,0.6617096020361081,0.773590267784484,0.06666666666666667,0.9333333333333333,0.0,0.08333333333333333,0.10101010101010101,0.01767676767676768,0.16666666666666666,0.2297979797979798,0.06313131313131315
175,4.5,63,567,8,91,1,4,0.1111111111111111,0.08791208791208792,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.14638447971781304,0.7590361445783133,0.03527336860670194,0.75,0.21978021978021978,3.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,0.25,0.0,0.0707070707070707,0.009440039162989388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.37317784256559766,0.7095109032186077,0.7655867370508105,0.3631476439522297,0.5360252569728403,0.7655867370508105,0.25,1.0,0.0,0.125,0.10101010101010101,-0.02398989898989899,0.25,0.1919191919191919,-0.058080808080808094
176,4.0,67,4974,13,905,1,47,0.01347004422999598,0.014364640883977901,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,0.17048652995577002,0.9630033793297662,0.006307425478158074,0.5384615384615384,0.022099447513812154,24.365384615384617,0.0,0.0,0.0,0.0,0.13636363636363635,0.06818181818181818,0.13636363636363635,0.45454545454545453,0.22727272727272727,0.45454545454545453,0.0019704433497536944,0.07192118226600985,0.01618112185541579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002955665024630542,-0.8984220907297831,0.0374213071789468,0.7982976201135298,0.9140406917420627,0.4339537048914817,0.6727357171828604,0.8202151252368811,0.8085106382978723,1.0,0.02127659574468085,0.15384615384615385,0.11921182266009853,-0.03463433118605533,0.23076923076923078,0.20591133004926107,-0.02485790071996971
177,4.0,52,607,13,117,1,7,0.085667215815486,0.1111111111111111,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.18616144975288304,1.0330156569094622,-0.006146242554809278,0.23076923076923078,0.17094017094017094,1.35,0.0,0.0,0.0,0.0,-0.08333333333333333,-0.041666666666666664,-0.08333333333333333,0.03333333333333333,0.016666666666666666,0.03333333333333333,0.0,0.0364963503649635,0.0031373422451191836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.06470588235294118,0.6852534419079418,0.8193532549703577,0.4274842891119625,0.5626954669570822,0.6482195757567867,0.42857142857142855,0.2857142857142857,0.0,0.07142857142857142,0.08029197080291971,0.008863399374348283,0.07142857142857142,0.12408759124087591,0.05265901981230449
178,3.5,53,4110,8,705,1,24,0.01289537712895377,0.011347517730496455,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11320754716981132,0.16228710462287105,0.6975757404316709,0.049079557453059725,0.875,0.028368794326241134,30.84375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037974683544303796,0.04683544303797468,0.00904246625539484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,-0.49640895648500216,-0.27489466652964756,0.8290445450283404,0.8572602554345814,0.33427628103222445,0.7208903392769462,0.8572602554345814,0.041666666666666664,1.0,0.0,0.3,0.09620253164556962,-0.20379746835443036,0.3,0.22151898734177214,-0.07848101265822785
179,3.0,55,3566,8,668,1,43,0.015423443634324173,0.011976047904191617,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16363636363636364,0.16881660123387549,0.9693144065237089,0.00518023759751185,0.5,0.029940119760479042,16.7,0.0,0.0,0.0,0.0,0.06999999999999999,0.034999999999999996,0.06999999999999999,0.27666666666666667,0.13833333333333334,0.27666666666666667,0.009536784741144414,0.014986376021798364,0.0016754822724653476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24931880108991825,0.04073280062366011,-0.003844722807887883,0.6630769588842191,0.7152525750669415,0.341092003945839,0.510546045624915,0.5572050608175563,0.3488372093023256,0.4186046511627907,0.0,0.0,0.1226158038147139,0.1226158038147139,0.08333333333333333,0.13896457765667575,0.05563124432334242
180,5.0,47,1117,8,210,1,8,0.04207699194270367,0.0380952380952381,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10638297872340426,0.1638316920322292,0.6493430996395768,0.057448713308824936,0.75,0.09523809523809523,7.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004484304932735426,0.09865470852017937,0.016789655580621208,0.05833333333333333,0.0,0.029166666666666664,-0.05833333333333333,0.00923515417883259,0.0,0.004617577089416295,-0.00923515417883259,0.9237668161434978,0.8468468468468469,-0.028665028665028663,0.7601476879678686,0.8687441928544601,0.5627345555670801,0.673836018148102,0.8687441928544601,0.125,0.375,0.0,0.125,0.08520179372197309,-0.03979820627802691,0.5,0.16143497757847533,-0.33856502242152464
181,4.0,66,2894,11,480,1,17,0.022805805114029024,0.022916666666666665,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.1516931582584658,0.898943880720646,0.015329521894829445,0.6363636363636364,0.041666666666666664,15.272727272727273,0.0,0.0,0.0,0.0,0.10606060606060606,0.05303030303030303,0.10606060606060606,0.2340909090909091,0.11704545454545455,0.2340909090909091,0.015180265654648957,0.056925996204933584,0.008655784493079617,0.03571428571428571,0.04431818181818182,0.04001623376623377,0.008603896103896107,0.005654176027856688,0.0069571997586308195,0.006305687893243754,0.0013030237307741317,0.0018975332068311196,-0.22861216730038023,-0.16577946768060836,0.8621965143756912,0.8549972038517182,0.593480234368138,0.7746570562590129,0.7734127838372775,0.9411764705882353,0.7647058823529411,0.0,0.0,0.11385199240986717,0.11385199240986717,0.2727272727272727,0.2428842504743833,-0.0298430222528894
